X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
b,39.17,1.625,u,g,c,v,1.5,FALSE,FALSE,10,FALSE,g,00186,4700,TRUE
b,39.08,6,u,g,m,v,1.29,FALSE,FALSE,05,FALSE,g,00108,1097,TRUE
b,31.67,0.83,u,g,x,v,1.335,FALSE,FALSE,08,FALSE,g,00303,3290,TRUE
b,41.00,0.04,u,g,e,v,0.04,FALSE,FALSE,01,FALSE,s,00560,0,TRUE
b,48.50,4.25,u,g,m,v,0.125,FALSE,FALSE,0,FALSE,g,00225,0,TRUE
b,32.67,9,y,p,w,h,5.25,FALSE,FALSE,0,FALSE,g,00154,0,TRUE
a,28.08,15,y,p,e,z,0,FALSE,FALSE,0,FALSE,g,00000,13212,TRUE
b,73.42,17.75,u,g,ff,ff,0,FALSE,FALSE,0,FALSE,g,00000,0,TRUE
b,64.08,20,u,g,x,h,17.5,FALSE,FALSE,09,FALSE,g,00000,1000,TRUE
b,51.58,15,u,g,c,v,8.5,FALSE,FALSE,09,FALSE,g,00000,0,TRUE
b,26.67,1.75,y,p,c,v,1,FALSE,FALSE,05,FALSE,g,00160,5777,TRUE
b,25.33,0.58,u,g,c,v,0.29,FALSE,FALSE,07,FALSE,g,00096,5124,TRUE
b,30.17,6.5,u,g,cc,v,3.125,FALSE,FALSE,08,FALSE,g,00330,1200,TRUE
b,27.00,0.75,u,g,c,h,4.25,FALSE,FALSE,03,FALSE,g,00312,150,TRUE
b,34.17,5.25,u,g,w,v,0.085,FALSE,FALSE,0,FALSE,g,00290,6,TRUE
b,38.67,0.21,u,g,k,v,0.085,FALSE,FALSE,0,FALSE,g,00280,0,TRUE
b,25.75,0.75,u,g,c,bb,0.25,FALSE,FALSE,0,FALSE,g,00349,23,TRUE
a,46.08,3,u,g,c,v,2.375,FALSE,FALSE,08,FALSE,g,00396,4159,TRUE
a,21.50,6,u,g,aa,v,2.5,FALSE,FALSE,03,FALSE,g,00080,918,TRUE
b,20.50,2.415,u,g,c,v,2,FALSE,FALSE,11,FALSE,g,00200,3000,TRUE
a,29.50,0.46,u,g,k,v,0.54,FALSE,FALSE,04,FALSE,g,00380,500,TRUE
b,29.83,1.25,y,p,k,v,0.25,FALSE,FALSE,0,FALSE,g,00224,0,FALSE
b,20.08,0.25,u,g,q,v,0.125,FALSE,FALSE,0,FALSE,g,00200,0,FALSE
b,23.42,0.585,u,g,c,h,0.085,FALSE,FALSE,0,FALSE,g,00180,0,FALSE
a,29.58,1.75,y,p,k,v,1.25,FALSE,FALSE,0,FALSE,g,00280,0,FALSE
b,16.17,0.04,u,g,c,v,0.04,FALSE,FALSE,0,FALSE,g,00000,0,TRUE
b,32.33,3.5,u,g,k,v,0.5,FALSE,FALSE,0,FALSE,g,00232,0,FALSE
b,47.83,4.165,u,g,x,bb,0.085,FALSE,FALSE,0,FALSE,g,00520,0,FALSE
b,20.00,1.25,y,p,k,v,0.125,FALSE,FALSE,0,FALSE,g,00140,4,FALSE
b,27.58,3.25,y,p,q,h,5.085,FALSE,FALSE,02,FALSE,g,00369,1,FALSE
b,22.00,0.79,u,g,w,v,0.29,FALSE,FALSE,01,FALSE,g,00420,283,FALSE
b,19.33,10.915,u,g,c,bb,0.585,FALSE,FALSE,02,FALSE,g,00200,7,FALSE
a,38.33,4.415,u,g,c,v,0.125,FALSE,FALSE,0,FALSE,g,00160,0,FALSE
b,29.42,1.25,u,g,c,h,0.25,FALSE,FALSE,02,FALSE,g,00400,108,FALSE
b,22.67,0.75,u,g,i,v,1.585,FALSE,FALSE,01,FALSE,g,00400,9,FALSE
b,32.25,14,y,p,ff,ff,0,FALSE,FALSE,02,FALSE,g,00160,1,FALSE
b,29.58,4.75,u,g,m,v,2,FALSE,FALSE,01,FALSE,g,00460,68,FALSE
b,18.42,10.415,y,p,aa,v,0.125,FALSE,FALSE,0,FALSE,g,00120,375,FALSE
b,22.17,2.25,u,g,i,v,0.125,FALSE,FALSE,0,FALSE,g,00160,10,FALSE
b,22.67,0.165,u,g,c,j,2.25,FALSE,FALSE,0,FALSE,s,00000,0,TRUE
b,18.83,0,u,g,q,v,0.665,FALSE,FALSE,0,FALSE,g,00160,1,FALSE
b,21.58,0.79,y,p,cc,v,0.665,FALSE,FALSE,0,FALSE,g,00160,0,FALSE
b,23.75,12,u,g,c,v,2.085,FALSE,FALSE,0,FALSE,s,00080,0,FALSE
b,36.08,2.54,u,g,ff,ff,0,FALSE,FALSE,0,FALSE,g,00000,1000,FALSE
b,29.25,13,u,g,d,h,0.5,FALSE,FALSE,0,FALSE,g,00228,0,FALSE
a,19.58,0.665,u,g,w,v,1.665,FALSE,FALSE,0,FALSE,g,00220,5,FALSE
a,22.92,1.25,u,g,q,v,0.25,FALSE,FALSE,0,FALSE,g,00120,809,FALSE
a,27.25,0.29,u,g,m,h,0.125,FALSE,FALSE,01,FALSE,g,00272,108,FALSE
a,38.75,1.5,u,g,ff,ff,0,FALSE,FALSE,0,FALSE,g,00076,0,FALSE
b,32.42,2.165,y,p,k,ff,0,FALSE,FALSE,0,FALSE,g,00120,0,FALSE
a,23.75,0.71,u,g,w,v,0.25,FALSE,FALSE,01,FALSE,g,00240,4,FALSE
b,18.17,2.46,u,g,c,n,0.96,FALSE,FALSE,02,FALSE,g,00160,587,FALSE
b,40.92,0.5,y,p,m,v,0.5,FALSE,FALSE,0,FALSE,g,00130,0,FALSE
b,19.50,9.585,u,g,aa,v,0.79,FALSE,FALSE,0,FALSE,g,00080,350,FALSE
b,28.58,3.625,u,g,aa,v,0.25,FALSE,FALSE,0,FALSE,g,00100,0,FALSE
b,35.58,0.75,u,g,k,v,1.5,FALSE,FALSE,0,FALSE,g,00231,0,FALSE
b,34.17,2.75,u,g,i,bb,2.5,FALSE,FALSE,0,FALSE,g,00232,200,FALSE
b,31.58,0.75,y,p,aa,v,3.5,FALSE,FALSE,0,FALSE,g,00320,0,FALSE
a,52.50,7,u,g,aa,h,3,FALSE,FALSE,0,FALSE,g,00000,0,FALSE
b,36.17,0.42,y,p,w,v,0.29,FALSE,FALSE,0,FALSE,g,00309,2,FALSE
b,37.33,2.665,u,g,cc,v,0.165,FALSE,FALSE,0,FALSE,g,00000,501,FALSE
a,20.83,8.5,u,g,c,v,0.165,FALSE,FALSE,0,FALSE,g,00000,351,FALSE
b,24.08,9,u,g,aa,v,0.25,FALSE,FALSE,0,FALSE,g,00000,0,FALSE
b,25.58,0.335,u,g,k,h,3.5,FALSE,FALSE,0,FALSE,g,00340,0,FALSE
a,35.17,3.75,u,g,ff,ff,0,FALSE,FALSE,06,FALSE,g,00000,200,FALSE
b,48.08,3.75,u,g,i,bb,1,FALSE,FALSE,0,FALSE,g,00100,2,FALSE
a,15.83,7.625,u,g,q,v,0.125,FALSE,FALSE,01,FALSE,g,00000,160,FALSE
a,22.50,0.415,u,g,i,v,0.335,FALSE,FALSE,0,FALSE,s,00144,0,FALSE
b,21.50,11.5,u,g,i,v,0.5,FALSE,FALSE,0,FALSE,g,00100,68,FALSE
a,23.58,0.83,u,g,q,v,0.415,FALSE,FALSE,01,FALSE,g,00200,11,FALSE
a,21.08,5,y,p,ff,ff,0,FALSE,FALSE,0,FALSE,g,00000,0,FALSE
b,25.67,3.25,u,g,c,h,2.29,FALSE,FALSE,01,FALSE,g,00416,21,FALSE
a,38.92,1.665,u,g,aa,v,0.25,FALSE,FALSE,0,FALSE,g,00000,390,FALSE
a,15.75,0.375,u,g,c,v,1,FALSE,FALSE,0,FALSE,g,00120,18,FALSE
a,28.58,3.75,u,g,c,v,0.25,FALSE,FALSE,01,FALSE,g,00040,154,FALSE
b,22.25,9,u,g,aa,v,0.085,FALSE,FALSE,0,FALSE,g,00000,0,FALSE
b,29.83,3.5,u,g,c,v,0.165,FALSE,FALSE,0,FALSE,g,00216,0,FALSE
a,23.50,1.5,u,g,w,v,0.875,FALSE,FALSE,0,FALSE,g,00160,0,FALSE
b,32.08,4,y,p,cc,v,1.5,FALSE,FALSE,0,FALSE,g,00120,0,FALSE
b,31.08,1.5,y,p,w,v,0.04,FALSE,FALSE,0,FALSE,s,00160,0,FALSE
b,31.83,0.04,y,p,m,v,0.04,FALSE,FALSE,0,FALSE,g,00000,0,FALSE
a,21.75,11.75,u,g,c,v,0.25,FALSE,FALSE,0,FALSE,g,00180,0,FALSE
a,17.92,0.54,u,g,c,v,1.75,FALSE,FALSE,01,FALSE,g,00080,5,FALSE
b,30.33,0.5,u,g,d,h,0.085,FALSE,FALSE,0,FALSE,s,00252,0,FALSE
b,51.83,2.04,y,p,ff,ff,1.5,FALSE,FALSE,0,FALSE,g,00120,1,FALSE
b,47.17,5.835,u,g,w,v,5.5,FALSE,FALSE,0,FALSE,g,00465,150,FALSE
b,25.83,12.835,u,g,cc,v,0.5,FALSE,FALSE,0,FALSE,g,00000,2,FALSE
a,50.25,0.835,u,g,aa,v,0.5,FALSE,FALSE,0,FALSE,g,00240,117,FALSE
a,37.33,2.5,u,g,i,h,0.21,FALSE,FALSE,0,FALSE,g,00260,246,FALSE
a,41.58,1.04,u,g,aa,v,0.665,FALSE,FALSE,0,FALSE,g,00240,237,FALSE
a,30.58,10.665,u,g,q,h,0.085,FALSE,FALSE,12,FALSE,g,00129,3,FALSE
b,19.42,7.25,u,g,m,v,0.04,FALSE,FALSE,01,FALSE,g,00100,1,FALSE
a,17.92,10.21,u,g,ff,ff,0,FALSE,FALSE,0,FALSE,g,00000,50,FALSE
a,20.08,1.25,u,g,c,v,0,FALSE,FALSE,0,FALSE,g,00000,0,FALSE
b,19.50,0.29,u,g,k,v,0.29,FALSE,FALSE,0,FALSE,g,00280,364,FALSE
b,27.83,1,y,p,d,h,3,FALSE,FALSE,0,FALSE,g,00176,537,FALSE
b,17.08,3.29,u,g,i,v,0.335,FALSE,FALSE,0,FALSE,g,00140,2,FALSE
b,36.42,0.75,y,p,d,v,0.585,FALSE,FALSE,0,FALSE,g,00240,3,FALSE
b,40.58,3.29,u,g,m,v,3.5,FALSE,FALSE,0,FALSE,s,00400,0,FALSE
b,21.08,10.085,y,p,e,h,1.25,FALSE,FALSE,0,FALSE,g,00260,0,FALSE
a,22.67,0.75,u,g,c,v,2,FALSE,FALSE,02,FALSE,g,00200,394,FALSE
a,25.25,13.5,y,p,ff,ff,2,FALSE,FALSE,01,FALSE,g,00200,1,FALSE
b,17.92,0.205,u,g,aa,v,0.04,FALSE,FALSE,0,FALSE,g,00280,750,FALSE
b,35.00,3.375,u,g,c,h,8.29,FALSE,FALSE,0,FALSE,g,00000,0,FALSE
